1:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
3:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
4:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
5:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
7:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
8:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
9:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
10:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
11:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,2,2,2,2,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
12:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,2,2,3,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
13:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,1,1,1,1,1,2,2,2,3,4,4,4,5,5,5,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
14:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
15:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,
16:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,3,3,4,5,5,6,6,6,6,6,6,6,6,
17:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,6,6,6,6,6,6,6,6,
18:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,5,6,6,6,6,6,6,6,
19:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,6,6,6,6,6,6,6,
20:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,6,6,6,6,6,6,
21:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,6,6,6,6,6,6,
22:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,6,6,6,6,6,
23:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,6,6,6,6,6,
24:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,6,6,6,6,
25:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,6,6,6,6,
26:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,6,6,6,6,
27:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,6,6,6,
28:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,6,6,6,
29:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,6,6,6,
30:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,6,6,
31:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,6,6,6,
32:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,6,6,6,
33:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,6,6,6,
34:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,6,6,6,6,
35:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,
36:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,2,2,3,6,6,6,6,6,
37:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,3,4,3,2,3,3,2,1,1,1,1,2,2,4,6,6,6,6,6,
38:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,5,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,6,6,6,6,6,
39:6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,5,6,6,6,6,6,
40:6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,
41:6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,3,1,1,1,1,1,1,1,1,2,2,3,6,6,6,6,6,6,
42:6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,6,6,6,6,4,4,2,1,1,1,1,1,1,2,2,4,6,6,6,6,6,6,
43:6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,5,5,2,2,5,3,1,1,1,1,1,1,2,2,5,6,6,6,6,6,6,
44:6,6,6,6,6,6,6,6,6,6,6,5,6,5,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,
45:6,6,6,6,6,6,6,6,6,6,5,4,6,6,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,
46:6,6,6,6,6,6,6,6,6,6,6,4,6,6,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,6,6,6,6,6,6,
47:6,6,6,6,6,6,6,6,6,6,5,4,6,6,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,6,6,6,6,6,6,6,
48:6,6,6,6,6,6,6,6,6,6,5,5,5,6,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,6,6,6,6,6,6,
49:6,6,6,6,6,6,6,6,6,6,5,4,5,6,4,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,6,6,6,6,6,6,6,
50:6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,6,6,6,6,6,6,6,6,
51:6,6,6,6,6,6,6,6,6,6,5,4,5,6,5,5,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,
52:6,6,6,6,6,6,6,6,6,6,4,3,4,6,6,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,6,6,6,6,6,6,6,6,6,
53:6,6,6,6,6,6,6,6,6,6,4,3,5,6,5,6,5,4,4,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,
54:6,6,6,6,6,6,6,6,6,6,3,3,4,6,5,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,
55:6,6,6,6,6,6,6,6,6,6,3,3,4,6,4,3,4,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,6,6,6,6,6,6,6,6,6,6,6,
56:6,6,6,6,6,6,6,6,6,6,4,3,4,6,4,3,3,6,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,
